"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2015-12-09T23:40:29Z"
"Version","20150901000000"
"OfferCode","AmazonSES"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","Product Family","serviceCode","Description","Location","Location Type","Origin","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Content Type","Recipient"
"5YYZA5WCKE4D22Y8","JRTCKXETXF","5YYZA5WCKE4D22Y8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to US West (Northern California) from CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","Amazon CloudFront","AWS Edge Location","USW1-CloudFront-In-Bytes","",,
"3G3UMGJX8XY95CHS","JRTCKXETXF","3G3UMGJX8XY95CHS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per email received in EUW1","2015-09-01","0","Inf","Message","0.0001000000","USD","S3FBD985VERAVGGD","Receiving Email","AmazonSES","Charged for each received e-mail communication","EU (Ireland)","AWS Region","Other",,,,,,,,"EU-Message","Receive",,"Amazon SES"
"V97WX8KBR4YWXNJZ","JRTCKXETXF","V97WX8KBR4YWXNJZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Inbound","External","Other","Asia Pacific (Sydney)","AWS Region","APS2-DataTransfer-In-Bytes","",,
"VAVDP8V42QRMN78B","JRTCKXETXF","VAVDP8V42QRMN78B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Tokyo)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USW1-APN1-AWS-In-Bytes","",,
"ZCJNXF2AJ56TTBVX","JRTCKXETXF","ZCJNXF2AJ56TTBVX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0300000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","US East (N. Virginia)","AWS Region","UGW1-USE1-AWS-Out-Bytes","",,
"X6XVDCJBCR37F6YU","JRTCKXETXF","X6XVDCJBCR37F6YU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","AWS GovCloud (US)","AWS Region","USW1-UGW1-AWS-In-Bytes","",,
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2015-09-01","0","1","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes","",,
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.140 per GB - up to 10 TB / month data transfer out","2015-09-01","1","10240","GB","0.1400000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes","",,
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.135 per GB - next 40 TB / month data transfer out","2015-09-01","10240","51200","GB","0.1350000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes","",,
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.130 per GB - next 100 TB / month data transfer out","2015-09-01","51200","153600","GB","0.1300000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes","",,
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.120 per GB - greater than 150 TB / month data transfer out","2015-09-01","153600","Inf","GB","0.1200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes","",,
"AWP3HAUV2M3QVUS6","JRTCKXETXF","AWP3HAUV2M3QVUS6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of South America (Sao Paulo) to CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Amazon CloudFront","AWS Edge Location","SAE1-CloudFront-Out-Bytes","",,
"TRBAJQD8CX67YPAG","JRTCKXETXF","TRBAJQD8CX67YPAG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to US West (Oregon)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US West (N. California)","AWS Region","US West (Oregon)","AWS Region","USW1-USW2-AWS-Out-Bytes","",,
"EDJPFY8K3AW2AD23","JRTCKXETXF","EDJPFY8K3AW2AD23.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Tokyo)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USE1-APN1-AWS-Out-Bytes","",,
"BCN4EP8AE3VTXU4B","JRTCKXETXF","BCN4EP8AE3VTXU4B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Sydney)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US West (Oregon)","AWS Region","Asia Pacific (Sydney)","AWS Region","USW2-APS2-AWS-Out-Bytes","",,
"34VZU5SSVRBB9VYG","JRTCKXETXF","34VZU5SSVRBB9VYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Tokyo)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS2-APN1-AWS-In-Bytes","",,
"H6C24PN6FZ588ZFX","JRTCKXETXF","H6C24PN6FZ588ZFX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per recipient of SendEmail or SendRawEmail invoked from EC2 sent to the Mailbox Simulator EUW1","2015-09-01","0","Inf","Count","0.0001000000","USD","24XQKQBWBYENKRGB","Sending Email","AmazonSES","Charged for each email sent from AmazonEC2 to SES Mailbox Simulator","EU (Ireland)","AWS Region","Amazon EC2",,,,,,,,"EU-Recipients-MailboxSim-EC2","Send","Message Body","Amazon SES Mailbox Simulator"
"CAHND3U5WKSX5EPP","JRTCKXETXF","CAHND3U5WKSX5EPP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from EU (Ireland)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","EU (Ireland)","AWS Region","USW2-EU-AWS-In-Bytes","",,
"77JYSDZS6S87V5VK","JRTCKXETXF","77JYSDZS6S87V5VK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per recipient of SendEmail or SendRawEmail EC2 USW2","2015-09-01","0","Inf","Count","0.0001000000","USD","7C9D3B7GGMUXC94A","Sending Email","AmazonSES","Charged for each email sent from AmazonEC2 to an external recipient","US West (Oregon)","AWS Region","Amazon EC2",,,,,,,,"USW2-Recipients-EC2","Send","Message Body","Other"
"5RHUPUTYJNEWCWCC","JRTCKXETXF","5RHUPUTYJNEWCWCC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from EU (Ireland)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","EU (Ireland)","AWS Region","UGW1-EU-AWS-In-Bytes","",,
"XDAKF6MH95M929MD","JRTCKXETXF","XDAKF6MH95M929MD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EUC1 (FRA) data transfer from South America (Sao Paulo)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","South America (Sao Paulo)","AWS Region","EUC1-SAE1-AWS-In-Bytes","",,
"SFYF65Z68F2F43ZV","JRTCKXETXF","SFYF65Z68F2F43ZV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Inbound","External","Other","Asia Pacific (Singapore)","AWS Region","APS1-DataTransfer-In-Bytes","",,
"55NFVN8W7N8G6PPF","JRTCKXETXF","55NFVN8W7N8G6PPF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from US West (Northern California)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","US West (N. California)","AWS Region","USW2-USW1-AWS-In-Bytes","",,
"SXN65E5DSDETDSQU","JRTCKXETXF","SXN65E5DSDETDSQU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","AWS GovCloud (US)","AWS Region","APS1-UGW1-AWS-Out-Bytes","",,
"YYWF3B8AYWMW6UBM","JRTCKXETXF","YYWF3B8AYWMW6UBM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to US West (Oregon)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","US West (Oregon)","AWS Region","EU-USW2-AWS-Out-Bytes","",,
"4RBR3XYPAHBD4CVJ","JRTCKXETXF","4RBR3XYPAHBD4CVJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to EUC1 (FRA)","2015-09-01","0","Inf","GB","0.1400000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","EU (Frankfurt)","AWS Region","APS2-EUC1-AWS-Out-Bytes","",,
"NW4B786HNAH6HZ7R","JRTCKXETXF","NW4B786HNAH6HZ7R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to EU (Ireland)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-AWS-Out-Bytes","",,
"HKHS9D8NFSYEFZ6N","JRTCKXETXF","HKHS9D8NFSYEFZ6N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US West (N. California)","AWS Region","AWS GovCloud (US)","AWS Region","USW1-UGW1-AWS-Out-Bytes","",,
"5M4327XEUKBBTWAT","JRTCKXETXF","5M4327XEUKBBTWAT.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2015-09-01","0","1","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (Oregon)","AWS Region","External","Other","USW2-DataTransfer-Out-Bytes","",,
"5M4327XEUKBBTWAT","JRTCKXETXF","5M4327XEUKBBTWAT.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.090 per GB - up to 10 TB / month data transfer out","2015-09-01","1","10240","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (Oregon)","AWS Region","External","Other","USW2-DataTransfer-Out-Bytes","",,
"5M4327XEUKBBTWAT","JRTCKXETXF","5M4327XEUKBBTWAT.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2015-09-01","10240","51200","GB","0.0850000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (Oregon)","AWS Region","External","Other","USW2-DataTransfer-Out-Bytes","",,
"5M4327XEUKBBTWAT","JRTCKXETXF","5M4327XEUKBBTWAT.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.070 per GB - next 100 TB / month data transfer out","2015-09-01","51200","153600","GB","0.0700000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (Oregon)","AWS Region","External","Other","USW2-DataTransfer-Out-Bytes","",,
"5M4327XEUKBBTWAT","JRTCKXETXF","5M4327XEUKBBTWAT.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.050 per GB - greater than 150 TB / month data transfer out","2015-09-01","153600","Inf","GB","0.0500000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (Oregon)","AWS Region","External","Other","USW2-DataTransfer-Out-Bytes","",,
"MRU8ZA55SB9DSPQY","JRTCKXETXF","MRU8ZA55SB9DSPQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to AWS GovCloud (US) from CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","Amazon CloudFront","AWS Edge Location","UGW1-CloudFront-In-Bytes","",,
"AHRNA43Y8M88C9BD","JRTCKXETXF","AHRNA43Y8M88C9BD.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2015-09-01","0","1","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (N. California)","AWS Region","External","Other","USW1-DataTransfer-Out-Bytes","",,
"AHRNA43Y8M88C9BD","JRTCKXETXF","AHRNA43Y8M88C9BD.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.090 per GB - up to 10 TB / month data transfer out","2015-09-01","1","10240","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (N. California)","AWS Region","External","Other","USW1-DataTransfer-Out-Bytes","",,
"AHRNA43Y8M88C9BD","JRTCKXETXF","AHRNA43Y8M88C9BD.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2015-09-01","10240","51200","GB","0.0850000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (N. California)","AWS Region","External","Other","USW1-DataTransfer-Out-Bytes","",,
"AHRNA43Y8M88C9BD","JRTCKXETXF","AHRNA43Y8M88C9BD.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.070 per GB - next 100 TB / month data transfer out","2015-09-01","51200","153600","GB","0.0700000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (N. California)","AWS Region","External","Other","USW1-DataTransfer-Out-Bytes","",,
"AHRNA43Y8M88C9BD","JRTCKXETXF","AHRNA43Y8M88C9BD.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.050 per GB - greater than 150 TB / month data transfer out","2015-09-01","153600","Inf","GB","0.0500000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Outbound","US West (N. California)","AWS Region","External","Other","USW1-DataTransfer-Out-Bytes","",,
"8ERMMKF8DTUY2D6M","JRTCKXETXF","8ERMMKF8DTUY2D6M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","AWS GovCloud (US)","AWS Region","APS2-UGW1-AWS-In-Bytes","",,
"36HWCMJJVSXQFUPM","JRTCKXETXF","36HWCMJJVSXQFUPM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to US West (Northern California)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","US West (N. California)","AWS Region","APS1-USW1-AWS-Out-Bytes","",,
"6E9HQVWHPV8NZ3RZ","JRTCKXETXF","6E9HQVWHPV8NZ3RZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EUC1 (FRA)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","EU (Frankfurt)","AWS Region","APN1-EUC1-AWS-In-Bytes","",,
"Z9HPU9KZZCVEQHUH","JRTCKXETXF","Z9HPU9KZZCVEQHUH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EUC1 (FRA) data transfer to Asia Pacific (Singapore)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Asia Pacific (Singapore)","AWS Region","EUC1-APS1-AWS-Out-Bytes","",,
"MKBY52A8ZM56JH8V","JRTCKXETXF","MKBY52A8ZM56JH8V.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per GB of attachments USW2","2015-09-01","0","Inf","GB","0.1200000000","USD",,"Sending Attachments","AmazonSES","Charged for attachments sent","US West (Oregon)","AWS Region","Any",,,,,,,,"USW2-AttachmentsSize-Bytes","Send","Mail Attachment","Any"
"829F8Z88RWUUVRPF","JRTCKXETXF","829F8Z88RWUUVRPF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Tokyo)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US West (N. California)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USW1-APN1-AWS-Out-Bytes","",,
"GDAM3UFPHX4PP8R6","JRTCKXETXF","GDAM3UFPHX4PP8R6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of Asia Pacific (Tokyo) to CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","Amazon CloudFront","AWS Edge Location","APN1-CloudFront-Out-Bytes","",,
"9WX7MXJKSCDP4SU7","JRTCKXETXF","9WX7MXJKSCDP4SU7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from EUC1 (FRA)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","EU (Frankfurt)","AWS Region","APS2-EUC1-AWS-In-Bytes","",,
"A4WBKCXWCSH7B85P","JRTCKXETXF","A4WBKCXWCSH7B85P.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per mail chunk received in USE1","2015-09-01","0","Inf","ReceivedChunk","0.0000900000","USD",,"Receiving Email","AmazonSES","Charged for chunks of 256 KB, applicable to incoming mail","US East (N. Virginia)","AWS Region","Other",,,,,,,,"ReceivedChunk","Receive","Full Message","Amazon SES"
"A5D7Z56NXH3BX3GT","JRTCKXETXF","A5D7Z56NXH3BX3GT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Singapore)","2015-09-01","0","Inf","GB","0.1400000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS2-APS1-AWS-Out-Bytes","",,
"7EQFT8UVNNKTV2AA","JRTCKXETXF","7EQFT8UVNNKTV2AA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","US East (N. Virginia)","AWS Region","APN1-USE1-AWS-Out-Bytes","",,
"YKQ3A2RUDWY6VS2B","JRTCKXETXF","YKQ3A2RUDWY6VS2B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from South America (Sao Paulo)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","South America (Sao Paulo)","AWS Region","APS1-SAE1-AWS-In-Bytes","",,
"GBVJ3SR8V73THPYN","JRTCKXETXF","GBVJ3SR8V73THPYN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from EU (Ireland)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","EU (Ireland)","AWS Region","APS1-EU-AWS-In-Bytes","",,
"VSXU9UFR67S6KGTY","JRTCKXETXF","VSXU9UFR67S6KGTY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Singapore)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Singapore)","AWS Region","EU-APS1-AWS-Out-Bytes","",,
"FP3BF6TAB8YG5CKU","JRTCKXETXF","FP3BF6TAB8YG5CKU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from Asia Pacific (Sydney)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS1-APS2-AWS-In-Bytes","",,
"YH2G5M9GK2MJ5M7C","JRTCKXETXF","YH2G5M9GK2MJ5M7C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Inbound","External","Other","South America (Sao Paulo)","AWS Region","SAE1-DataTransfer-In-Bytes","",,
"ETBDR474DXH9FSR5","JRTCKXETXF","ETBDR474DXH9FSR5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - South America (Sao Paulo) data transfer from US West (Northern California)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","US West (N. California)","AWS Region","SAE1-USW1-AWS-In-Bytes","",,
"XX2CJ9VHV7A26WFF","JRTCKXETXF","XX2CJ9VHV7A26WFF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from US West (Northern California)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","US West (N. California)","AWS Region","APS2-USW1-AWS-In-Bytes","",,
"MVWJQ6NTJSCYETWZ","JRTCKXETXF","MVWJQ6NTJSCYETWZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from US West (Oregon)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","US West (Oregon)","AWS Region","APS1-USW2-AWS-In-Bytes","",,
"6UXYTS4EWKB6WXM9","JRTCKXETXF","6UXYTS4EWKB6WXM9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Sydney)","AWS Region","USE1-APS2-AWS-Out-Bytes","",,
"6CCX7AXBGKQVSCYS","JRTCKXETXF","6CCX7AXBGKQVSCYS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to EU (Ireland) from CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","EU (Ireland)","AWS Region","Amazon CloudFront","AWS Edge Location","EU-CloudFront-In-Bytes","",,
"UU3XTEP7ZPJ5EHEN","JRTCKXETXF","UU3XTEP7ZPJ5EHEN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from EU (Ireland)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","EU (Ireland)","AWS Region","APS2-EU-AWS-In-Bytes","",,
"J6NBXSM2CMSC5VZJ","JRTCKXETXF","J6NBXSM2CMSC5VZJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - South America (Sao Paulo) data transfer from Asia Pacific (Tokyo)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Tokyo)","AWS Region","SAE1-APN1-AWS-In-Bytes","",,
