"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2015-12-09T23:40:29Z"
"Version","20150901000000"
"OfferCode","AmazonSES"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","Product Family","serviceCode","Description","Location","Location Type","Origin","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Content Type","Recipient"
"BWS8837XEJR9Q69S","JRTCKXETXF","BWS8837XEJR9Q69S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"AWS Inbound","External","Other","EU (Frankfurt)","AWS Region","EUC1-DataTransfer-In-Bytes","",,
"H4TBXNHHCPZMWURK","JRTCKXETXF","H4TBXNHHCPZMWURK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","EU (Ireland)","AWS Region","US East (N. Virginia)","AWS Region","EU-USE1-AWS-In-Bytes","",,
"ST5X9GUE598VCRGR","JRTCKXETXF","ST5X9GUE598VCRGR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Singapore)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW1-APS1-AWS-In-Bytes","",,
"V75A7MBF6DPRZM8T","JRTCKXETXF","V75A7MBF6DPRZM8T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EUC1 (FRA) data transfer from US West (Oregon)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","US West (Oregon)","AWS Region","EUC1-USW2-AWS-In-Bytes","",,
"TYB5YWGHBCVGDXBR","JRTCKXETXF","TYB5YWGHBCVGDXBR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US West (Northern California)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","US West (N. California)","AWS Region","APN1-USW1-AWS-In-Bytes","",,
"J2FKWQYCNWT2R2V7","JRTCKXETXF","J2FKWQYCNWT2R2V7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","AWS GovCloud (US)","AWS Region","USE1-UGW1-AWS-Out-Bytes","",,
"V7KMP6W4U24AS5GT","JRTCKXETXF","V7KMP6W4U24AS5GT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EUC1 (FRA) data transfer to US West (Oregon)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","US West (Oregon)","AWS Region","EUC1-USW2-AWS-Out-Bytes","",,
"HBGG7EBNT9ZHXCP3","JRTCKXETXF","HBGG7EBNT9ZHXCP3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Tokyo)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS1-APN1-AWS-Out-Bytes","",,
"HBM92R5G87K7ZCHR","JRTCKXETXF","HBM92R5G87K7ZCHR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per recipient of SendEmail or SendRawEmail EC2 EUW1","2015-09-01","0","Inf","Count","0.0001000000","USD","7C9D3B7GGMUXC94A","Sending Email","AmazonSES","Charged for each email sent from AmazonEC2 to an external recipient","EU (Ireland)","AWS Region","Amazon EC2",,,,,,,,"EU-Recipients-EC2","Send","Message Body","Other"
"WX7FK3JKUK29HX4F","JRTCKXETXF","WX7FK3JKUK29HX4F.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per mail chunk received in EUW1","2015-09-01","0","Inf","ReceivedChunk","0.0000900000","USD",,"Receiving Email","AmazonSES","Charged for chunks of 256 KB, applicable to incoming mail","EU (Ireland)","AWS Region","Other",,,,,,,,"EU-ReceivedChunk","Receive","Full Message","Amazon SES"
"9WFU4FXWTJY9FBAX","JRTCKXETXF","9WFU4FXWTJY9FBAX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Sydney)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Sydney)","AWS Region","USW1-APS2-AWS-In-Bytes","",,
"C75TG66HCJET7CN6","JRTCKXETXF","C75TG66HCJET7CN6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to South America (Sao Paulo)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","South America (Sao Paulo)","AWS Region","APS1-SAE1-AWS-Out-Bytes","",,
"NPUWXDGHTDVDMZ22","JRTCKXETXF","NPUWXDGHTDVDMZ22.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.1600000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","AWS GovCloud (US)","AWS Region","SAE1-UGW1-AWS-Out-Bytes","",,
"ERGND8YCSTC46SB5","JRTCKXETXF","ERGND8YCSTC46SB5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of EU (Ireland) to CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Amazon CloudFront","AWS Edge Location","EU-CloudFront-Out-Bytes","",,
"7YQHR4W8X8AW5ZRM","JRTCKXETXF","7YQHR4W8X8AW5ZRM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to South America (Sao Paulo)","2015-09-01","0","Inf","GB","0.0300000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","South America (Sao Paulo)","AWS Region","UGW1-SAE1-AWS-Out-Bytes","",,
"ZF4G6NC5E7RUF5TX","JRTCKXETXF","ZF4G6NC5E7RUF5TX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of Asia Pacific (Sydney) to CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","Amazon CloudFront","AWS Edge Location","APS2-CloudFront-Out-Bytes","",,
"YRGJEFXZW24K7ZXS","JRTCKXETXF","YRGJEFXZW24K7ZXS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to US West (Oregon)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","US West (Oregon)","AWS Region","APS1-USW2-AWS-Out-Bytes","",,
"FS6ZZX5CWDGEMA35","JRTCKXETXF","FS6ZZX5CWDGEMA35.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to EU (Ireland)","2015-09-01","0","Inf","GB","0.1400000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","EU (Ireland)","AWS Region","APS2-EU-AWS-Out-Bytes","",,
"SACDBTNC2KPVGJ8R","JRTCKXETXF","SACDBTNC2KPVGJ8R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EUC1 (FRA) data transfer to US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","US East (N. Virginia)","AWS Region","EUC1-USE1-AWS-Out-Bytes","",,
"QWF8T92DBECWEYNY","JRTCKXETXF","QWF8T92DBECWEYNY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to EU (Ireland)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US West (N. California)","AWS Region","EU (Ireland)","AWS Region","USW1-EU-AWS-Out-Bytes","",,
"ZE4E4QX7N8PFY8CH","JRTCKXETXF","ZE4E4QX7N8PFY8CH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using IPs or ELB","2015-09-01","0","Inf","GB","0.0100000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"IntraRegion","EU (Frankfurt)","AWS Region","EU (Frankfurt)","AWS Region","EUC1-DataTransfer-Regional-Bytes","",,
"JH2BWRXDVR6ZVET2","JRTCKXETXF","JH2BWRXDVR6ZVET2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to EUC1 (FRA)","2015-09-01","0","Inf","GB","0.0300000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","EU (Frankfurt)","AWS Region","UGW1-EUC1-AWS-Out-Bytes","",,
"STANFP5BZ9YCG63G","JRTCKXETXF","STANFP5BZ9YCG63G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Ireland)","2015-09-01","0","Inf","GB","0.0900000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","EU (Ireland)","AWS Region","APN1-EU-AWS-Out-Bytes","",,
"DWHMJ4MCRQ9VB6RK","JRTCKXETXF","DWHMJ4MCRQ9VB6RK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per GB of attachments ","2015-09-01","0","Inf","GB","0.1200000000","USD",,"Sending Attachments","AmazonSES","Charged for attachments sent","US East (N. Virginia)","AWS Region","Any",,,,,,,,"AttachmentsSize-Bytes","Send","Mail Attachment","Any"
"FDBRA8EN4QWQK6UJ","JRTCKXETXF","FDBRA8EN4QWQK6UJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - South America (Sao Paulo) data transfer from Asia Pacific (Sydney)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Sydney)","AWS Region","SAE1-APS2-AWS-In-Bytes","",,
"E3V2KVENAFSFNH7J","JRTCKXETXF","E3V2KVENAFSFNH7J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","US East (N. Virginia)","AWS Region","APS1-USE1-AWS-In-Bytes","",,
"84PQ62K7SKCFAT37","JRTCKXETXF","84PQ62K7SKCFAT37.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to US West (Oregon)","2015-09-01","0","Inf","GB","0.0300000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","US West (Oregon)","AWS Region","UGW1-USW2-AWS-Out-Bytes","",,
"VJ54VJ64JJHZ4XX6","JRTCKXETXF","VJ54VJ64JJHZ4XX6.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per recipient of SendEmail or SendRawEmail sent to the Mailbox Simulator","2015-09-01","0","Inf","Count","0.0001000000","USD",,"Sending Email","AmazonSES","Charged for each email sent to SES Mailbox Simulator","US East (N. Virginia)","AWS Region","Other",,,,,,,,"Recipients-MailboxSim","Send","Message Body","Amazon SES Mailbox Simulator"
"7MN9KPEZEN36A8Z8","JRTCKXETXF","7MN9KPEZEN36A8Z8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to Asia Pacific (Tokyo) from CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","Amazon CloudFront","AWS Edge Location","APN1-CloudFront-In-Bytes","",,
"773HK3E2E4F6VQRE","JRTCKXETXF","773HK3E2E4F6VQRE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to US West (Northern California)","2015-09-01","0","Inf","GB","0.1400000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","US West (N. California)","AWS Region","APS2-USW1-AWS-Out-Bytes","",,
"2826KQX4NN3VZ2SQ","JRTCKXETXF","2826KQX4NN3VZ2SQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EUC1 (FRA) data transfer to AWS GovCloud (US)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","AWS GovCloud (US)","AWS Region","EUC1-UGW1-AWS-Out-Bytes","",,
"6M5WNQ7SQJYZPC9M","JRTCKXETXF","6M5WNQ7SQJYZPC9M.JRTCKXETXF.6YS6EN2CT7","OnDemand","Cost per recipient of SendEmail or SendRawEmail","2015-09-01","0","Inf","Count","0.0001000000","USD",,"Sending Email","AmazonSES","Charged for each email sent to an external recipient","US East (N. Virginia)","AWS Region","Other",,,,,,,,"Recipients","Send","Message Body","Other"
"UHTW7Q5JZM4DSC2H","JRTCKXETXF","UHTW7Q5JZM4DSC2H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to EU (Ireland)","2015-09-01","0","Inf","GB","0.1600000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","EU (Ireland)","AWS Region","SAE1-EU-AWS-Out-Bytes","",,
"X67HWFH8QVT6NSW7","JRTCKXETXF","X67HWFH8QVT6NSW7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to South America (Sao Paulo)","2015-09-01","0","Inf","GB","0.0200000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","South America (Sao Paulo)","AWS Region","USE1-SAE1-AWS-Out-Bytes","",,
"R8DGVR4A52UQ7VP6","JRTCKXETXF","R8DGVR4A52UQ7VP6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from South America (Sao Paulo)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","South America (Sao Paulo)","AWS Region","USE1-SAE1-AWS-In-Bytes","",,
"PWWB4F67RKDJ2DMD","JRTCKXETXF","PWWB4F67RKDJ2DMD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of EUC1 (FRA) to CloudFront","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Amazon CloudFront","AWS Edge Location","EUC1-CloudFront-Out-Bytes","",,
"GJDDYRCUFGU7BA7D","JRTCKXETXF","GJDDYRCUFGU7BA7D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from EUC1 (FRA)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-AWS-In-Bytes","",,
"PAV3TCYGE4N3YT8E","JRTCKXETXF","PAV3TCYGE4N3YT8E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","US East (N. Virginia)","AWS Region","UGW1-USE1-AWS-In-Bytes","",,
"RGN4FERZ8NXYWRDE","JRTCKXETXF","RGN4FERZ8NXYWRDE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","US East (N. Virginia)","AWS Region","USW2-USE1-AWS-In-Bytes","",,
"NT7XG8FJ3RHNMMK8","JRTCKXETXF","NT7XG8FJ3RHNMMK8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from EUC1 (FRA)","2015-09-01","0","Inf","GB","0.0000000000","USD",,"Data Transfer","AWSDataTransfer",,,,,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","EU (Frankfurt)","AWS Region","UGW1-EUC1-AWS-In-Bytes","",,
